geoid,LATITUDE,LONGITUDE,Y,X
36081037500,40.750911999999836,-73.869772,4511720.867992065,595411.7779198897
36081037600,40.68830499999984,-73.754222,4504903.036890395,605265.1109283043
36081037700,40.75561699999986,-73.868677,4512244.351515227,595497.4844897019
36081037900,40.755327999999835,-73.863987,4512217.384771292,595893.8008563456
36081038100,40.75577199999983,-73.858582,4512272.592900141,596349.4188367674
36081038301,40.76155299999983,-73.841673,4512933.034843138,597768.2994662113
36081038302,40.74071599999986,-73.841336,4510620.334980674,597827.2829409408
36081038400,40.69343499999982,-73.747799,4505480.220105333,605799.7357395655
36081039400,40.689594999999855,-73.758698,4505040.883948934,604884.8682317955
36081039800,40.69456799999984,-73.76491499999999,4505585.521489052,604351.7852342671
36081039900,40.751554999999854,-73.853715,4511809.827217538,596766.3750676571
36081040000,40.69828199999983,-73.765112,4505997.569522486,604329.3454640553
36081040100,40.75154499999986,-73.857058,4511805.036370511,596484.1766091746
36081040200,40.69987799999984,-73.768539,4506170.673439684,604037.3256080352
36081040300,40.75081399999985,-73.860512,4511720.097855809,596193.6467964174
36081040400,40.70540199999984,-73.770554,4506781.495145469,603858.5065515861
36081040500,40.75041499999985,-73.863138,4511672.930641861,595972.5337159908
36081040700,40.75030299999984,-73.86557,4511657.841033083,595767.3838605264
36081040900,40.750038999999845,-73.867885,4511626.011323248,595572.3282257416
36081041100,40.74389899999985,-73.86537999999999,4510947.15399175,595792.6138251541
36081041300,40.74475799999983,-73.861346,4511046.920170447,596131.9622237051
36081041400,40.69921699999983,-73.781282,4506082.284258192,602961.7539073513
36081041500,40.746583999999835,-73.856854,4511254.550211485,596508.5711764357
36081042400,40.695606999999825,-73.772939,4505691.358809485,603672.2144126458
36081042600,40.68930599999984,-73.769833,4504995.570752992,603944.433998517
36081042700,40.74365499999983,-73.853583,4510933.0099979015,596788.973297469
36081043200,40.690816999999846,-73.775323,4505156.822845567,603478.2013106688
36081043400,40.69588099999985,-73.778946,4505714.703796483,603164.2591876967
36081043701,40.73953299999984,-73.85103,4510478.254036928,597010.5101422563
36081043702,40.73829299999985,-73.856495,4510334.57907811,596550.869921362
36081043900,40.74187199999985,-73.85594,4510732.486559834,596592.5537674055
36081044000,40.702613999999834,-73.78444599999999,4506455.673276602,602689.2237385698
36081044301,40.74065699999983,-73.859225,4510594.002306259,596316.9497816017
36081044302,40.73925099999985,-73.86442199999999,4510432.2358481875,595880.1715093144
36081044400,40.70640699999985,-73.787614,4506873.026341796,602415.7757855932
36081044601,40.70568699999984,-73.798803,4506780.115076277,601471.6618167785
36081044602,40.70806599999984,-73.799198,4507043.745732219,601434.6830550788
36081044800,40.711205999999855,-73.802198,4507388.84925318,601176.5066982149
36081045000,40.71415699999986,-73.804743,4507713.504001783,600957.0716206222
36081045200,40.71452499999983,-73.799552,4507760.335054775,601394.9793885709
36081045400,40.71252299999984,-73.796078,4507542.114391774,601691.4612419703
36081045500,40.73641299999984,-73.862162,4510119.666942887,596075.0771341666
36081045600,40.71625899999983,-73.794079,4507959.155618896,601854.6196132717
36081045700,40.737828999999834,-73.870198,4510268.090011304,595394.5090287314
36081045800,40.713618999999824,-73.791395,4507669.211659221,602085.3539649892
36081045900,40.739859999999844,-73.870872,4510492.814396571,595334.6989411727
36081046000,40.70888399999985,-73.793147,4507141.5554848965,601944.5896016507
36081046100,40.74178599999983,-73.870962,4510706.517523784,595324.3499514746
36081046200,40.709970999999854,-73.78819,4507267.986025221,602361.6590966214
36081046300,40.74429799999982,-73.871213,4510985.096463159,595299.5716761758
36081046400,40.71492499999984,-73.788445,4507817.620953767,602332.5326643203
36081046500,40.74697999999984,-73.870337,4511283.7709193835,595369.69889079
36081046600,40.71338199999985,-73.785921,4507649.280117425,602548.0919083523
36081046700,40.74561199999984,-73.874364,4511127.544208755,595031.6678924914
36081046800,40.71040899999985,-73.78237399999999,4507323.401873253,602852.2740655704
36081046900,40.74506399999984,-73.877304,4511063.532847838,594784.2321255555
36081047000,40.71101299999986,-73.777089,4507396.6529241195,603297.7721227647
36081047100,40.740835999999824,-73.87695299999999,4510594.571291601,594819.8710343583
36081047200,40.71583999999982,-73.778589,4507930.72430476,603163.6141736384
36081047300,40.73762799999984,-73.875544,4510239.981693948,594943.398117943
36081047500,40.73385599999986,-73.87666,4509820.054627679,594854.5248139008
36081047600,40.72201299999984,-73.771334,4508624.524039238,603766.8173105795
36081047800,40.719717999999844,-73.765176,4508377.056071992,604290.4849501781
36081047900,40.73539499999985,-73.882737,4509984.347002555,594339.2005789737
36081048000,40.71281399999986,-73.773416,4507600.904331349,603605.2409534426
